text,is_toxic
Shut your mouth you pathetic worthless piece of filth.,1
the new update is exactly what I needed. Would love to see a follow-up.,0
"your presentation was really helpful, thanks for sharing — can't wait to see more.",0
That spicy curry kicked my butt last night.,0
"I think your photo is super underrated, well done.",0
"Honestly this song looks amazing, great job!",0
Our local library just expanded their free digital lending catalog.,0
this book is super underrated. Really appreciate you posting this!,0
this account are trash and always have been. Do everyone a favor and stop posting.,1
your presentation looks amazing! Following for more updates.,0
why do your opinion always think they matter? so annoying honestly.,1
I can't believe this article need to shut up. Absolute clown behavior.,1
the new coffee shop really impressed me. Would love to see a follow-up.,0
Loved how your photo turned out really well.,0
"no one cares what your argument thinks, your argument disgust me",1
I can't believe this post are a waste of space. Absolute clown behavior.,1
"They totally murdered that dance routine, flawless execution.",0
the new update was surprisingly good. Thanks for taking the time to share.,0
"Honestly the new update made me smile, great job!",0
honestly OP are worthless garbage and it's not even close,1
"get out of here with this garbage, this whole thread are a loser",1
"you are a joke, just stop talking already",1
the weather today was clearly a lot of work and it paid off! Following for more updates.,0
Every single thing you post makes you look like a bigger idiot.,1
"get out of here with this garbage, your content should be ashamed",1
"Excited to start this new chapter, thanks for all the support.",0
your take on this should be ashamed. I hope you see this and feel bad.,1
"Not gonna lie, your presentation made my day so much better.",0
"Not gonna lie, the new coffee shop turned out really well.",0
Anyone else excited for the new season to drop?,0
"this documentary was really helpful, thanks for sharing. Thanks for taking the time to share.",0
your presentation really nailed the details — can't wait to see more.,0
why do your opinion always think they matter? so annoying,1
"Just finished my first 5k run, feeling great!",0
